City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
228,Salvador,SV,2021-08-02 19:54:58,13.8333,-88.9167,88.05,52,100,0.58,overcast clouds,0,0
229,Ankang,CN,2021-08-02 19:55:01,32.68,109.0172,78.66,87,0,2.37,clear sky,0,0
230,Ketchikan,US,2021-08-02 19:55:03,55.3422,-131.6461,64.81,64,57,4.92,broken clouds,0,0
231,Boende,CD,2021-08-02 19:55:05,-0.2167,20.8667,80.08,57,100,2.37,overcast clouds,0,0
232,Zalantun,CN,2021-08-02 19:55:06,48.0,122.7167,60.96,85,100,6.33,light rain,0,0
233,Tonj,SS,2021-08-02 19:55:07,7.2737,28.6822,69.71,86,98,3.56,overcast clouds,0,0
234,Vanimo,PG,2021-08-02 19:55:09,-2.6741,141.3028,77.85,89,98,5.46,overcast clouds,0,0
235,Ilhabela,BR,2021-08-02 19:55:10,-23.7781,-45.3581,65.52,82,35,2.33,scattered clouds,0,0
236,Chernyshevskiy,RU,2021-08-02 19:55:11,63.0128,112.4714,59.23,51,100,6.15,overcast clouds,0,0
237,Emba,KZ,2021-08-02 19:55:13,48.8264,58.1442,84.24,26,77,7.87,broken clouds,0,0
238,Abbeville,FR,2021-08-02 19:55:14,50.1,1.8333,60.28,79,100,5.28,overcast clouds,0,0
239,Roald,NO,2021-08-02 19:55:15,62.5833,6.1333,55.0,71,20,13.8,few clouds,0,0
240,Nhulunbuy,AU,2021-08-02 19:51:38,-12.2333,136.7667,70.41,88,100,3.44,overcast clouds,0,0
241,Cherskiy,RU,2021-08-02 19:55:18,68.75,161.3,38.21,76,97,15.73,overcast clouds,0,0
242,Comodoro Rivadavia,AR,2021-08-02 19:55:19,-45.8667,-67.5,62.46,39,20,23.02,few clouds,0,0
243,Bealanana,MG,2021-08-02 19:55:21,-14.55,48.7333,55.04,96,0,2.39,clear sky,0,0
244,Severo-Kurilsk,RU,2021-08-02 19:55:22,50.6789,156.125,50.49,78,94,22.08,overcast clouds,0,0
245,Nemuro,JP,2021-08-02 19:55:24,43.3236,145.575,68.02,99,100,5.14,overcast clouds,0,0
246,Panlaitan,PH,2021-08-02 19:55:25,12.1191,119.8486,82.83,82,100,19.46,moderate rain,0,0
247,Alice Springs,AU,2021-08-02 19:55:27,-23.7,133.8833,40.55,42,0,3.44,clear sky,0,0
248,Banting,MY,2021-08-02 19:55:29,2.8167,101.5,80.74,88,79,1.43,broken clouds,0,0
249,Iskateley,RU,2021-08-02 19:55:30,67.6803,53.1512,46.89,94,15,4.68,few clouds,0,0
250,Makakilo City,US,2021-08-02 19:55:33,21.3469,-158.0858,79.68,74,75,0.0,broken clouds,0,0
251,Midland,US,2021-08-02 19:52:36,31.9974,-102.0779,83.68,54,75,11.5,haze,0,0
252,Shagamu,NG,2021-08-02 19:55:36,6.8432,3.6478,80.38,94,100,0.98,moderate rain,0,0
253,Nouadhibou,MR,2021-08-02 19:55:37,20.931,-17.0347,71.58,78,55,17.27,broken clouds,0,0
254,Lanzhou,CN,2021-08-02 19:55:39,36.0564,103.7922,69.08,63,100,8.14,moderate rain,0,0
255,Touros,BR,2021-08-02 19:52:34,-5.1989,-35.4608,81.5,71,45,18.3,scattered clouds,0,0
256,Cayenne,GF,2021-08-02 19:55:42,4.9333,-52.3333,85.08,75,75,3.0,broken clouds,0,0
257,Geraldton,AU,2021-08-02 19:55:44,-28.7667,114.6,45.01,93,2,10.36,clear sky,0,0
258,Lamar,US,2021-08-02 19:55:46,33.6668,-95.5836,82.06,85,75,6.91,broken clouds,0,0
259,Muisne,EC,2021-08-02 19:55:47,0.6,-80.0333,82.51,76,100,10.8,overcast clouds,0,0
260,Verkhnevilyuysk,RU,2021-08-02 19:55:50,63.4453,120.3167,57.16,59,1,4.85,clear sky,0,0
261,Necochea,AR,2021-08-02 19:55:51,-38.5473,-58.7368,65.03,52,23,13.78,few clouds,0,0
262,Mikhaylovka,RU,2021-08-02 19:55:53,50.06,43.2379,81.79,28,61,6.31,broken clouds,0,0
263,Pangnirtung,CA,2021-08-02 19:55:55,66.1451,-65.7125,50.0,93,75,11.5,broken clouds,0,0
264,Vestmannaeyjar,IS,2021-08-02 19:55:57,63.4427,-20.2734,54.59,82,40,6.91,scattered clouds,0,0
265,Yarada,IN,2021-08-02 19:55:59,17.65,83.2667,84.52,84,40,8.05,scattered clouds,0,0
266,Kaeo,NZ,2021-08-02 19:56:01,-35.1,173.7833,53.33,82,12,16.84,light rain,0,0
267,Avignon,FR,2021-08-02 19:56:03,44.0833,4.8333,72.91,49,0,4.61,clear sky,0,0
268,Tromso,NO,2021-08-02 19:56:05,69.6496,18.957,47.05,87,75,3.0,broken clouds,0,0
269,Takoradi,GH,2021-08-02 19:56:07,4.8845,-1.7554,77.52,82,38,8.43,scattered clouds,0,0
270,Botou,CN,2021-08-02 19:56:09,38.0667,116.5667,71.29,82,89,2.39,overcast clouds,0,0
271,Isangel,VU,2021-08-02 19:56:10,-19.55,169.2667,68.25,65,3,9.91,clear sky,0,0
272,Frankfort,ZA,2021-08-02 19:51:40,-27.2667,28.4833,52.47,29,0,9.66,clear sky,0,0
273,Stornoway,GB,2021-08-02 19:56:13,58.2093,-6.3865,57.16,72,90,3.44,overcast clouds,0,0
274,Bowen,AU,2021-08-02 19:56:16,-20.0167,148.2333,48.42,85,12,6.55,few clouds,0,0
275,Olafsvik,IS,2021-08-02 19:56:18,64.8945,-23.7142,53.8,79,100,4.38,overcast clouds,0,0
276,Tiznit,MA,2021-08-02 19:56:20,29.5833,-9.5,66.34,73,8,5.35,clear sky,0,0
277,Dalby,AU,2021-08-02 19:56:21,-27.1833,151.2667,61.5,92,99,1.01,overcast clouds,0,0
278,Victor Harbor,AU,2021-08-02 19:56:23,-35.5667,138.6167,53.69,74,32,19.28,scattered clouds,0,0
279,Qui Nhon,VN,2021-08-02 19:56:24,13.7667,109.2333,84.92,66,100,13.56,overcast clouds,0,0
280,Georgetown,MY,2021-08-02 19:56:26,5.4112,100.3354,81.9,86,20,3.44,few clouds,0,0
281,Caravelas,BR,2021-08-02 19:56:27,-17.7125,-39.2481,70.34,65,54,5.59,broken clouds,0,0
282,Toppenish,US,2021-08-02 19:56:30,46.3774,-120.3087,97.02,41,1,3.42,clear sky,0,0
283,Ginda,IN,2021-08-02 19:56:31,30.6945,78.4932,66.74,90,75,3.47,broken clouds,0,0
284,Jalu,LY,2021-08-02 19:56:32,29.0331,21.5482,94.55,12,0,14.32,clear sky,0,0
285,Port Macquarie,AU,2021-08-02 19:56:34,-31.4333,152.9167,58.96,91,99,16.89,light rain,0,0
286,Saint Pete Beach,US,2021-08-02 19:56:35,27.7253,-82.7412,93.16,73,40,1.99,scattered clouds,0,0
287,Moa,CU,2021-08-02 19:56:36,20.6569,-74.9403,86.97,60,100,13.33,overcast clouds,0,0
288,Barranca,PE,2021-08-02 19:56:38,-10.75,-77.7667,67.1,71,9,11.18,clear sky,0,0
289,Chipinge,ZW,2021-08-02 19:56:39,-20.1883,32.6236,54.91,43,0,5.06,clear sky,0,0
290,Maceio,BR,2021-08-02 19:53:56,-9.6658,-35.7353,72.84,100,75,11.5,broken clouds,0,0
291,Outlook,CA,2021-08-02 19:56:42,51.5001,-107.0513,94.69,17,100,5.93,overcast clouds,0,0
292,Souillac,MU,2021-08-02 19:56:43,-20.5167,57.5167,65.35,88,20,8.05,few clouds,0,0
293,Luganville,VU,2021-08-02 19:56:45,-15.5333,167.1667,70.32,69,99,4.74,overcast clouds,0,0
294,Hamilton,US,2021-08-02 19:56:21,39.1834,-84.5333,81.0,53,45,1.99,scattered clouds,0,0
295,Shitanjing,CN,2021-08-02 19:56:48,39.2342,106.3439,63.95,78,100,7.7,light rain,0,0
296,Petropavlovsk-Kamchatskiy,RU,2021-08-02 19:56:55,53.0452,158.6483,48.79,100,75,4.47,moderate rain,0,0
297,Jam Sahib,PK,2021-08-02 19:56:56,26.2958,68.6292,86.02,68,78,19.84,broken clouds,0,0
298,Mandali,IQ,2021-08-02 19:56:58,33.7499,45.5541,98.91,12,60,9.33,broken clouds,0,0
299,Mogadishu,SO,2021-08-02 19:57:00,2.0371,45.3438,76.21,84,69,17.58,broken clouds,0,0
300,Alofi,NU,2021-08-02 19:57:02,-19.0595,-169.9187,73.29,78,40,9.22,scattered clouds,0,0
301,Sorkjosen,NO,2021-08-02 19:57:05,69.8,20.9333,47.44,87,100,5.48,overcast clouds,0,0
302,Faanui,PF,2021-08-02 19:57:08,-16.4833,-151.75,80.15,69,53,12.33,broken clouds,0,0
303,Ylojarvi,FI,2021-08-02 19:57:09,61.5563,23.5961,61.63,86,75,10.36,broken clouds,0,0
304,Mao,ES,2021-08-02 19:57:11,39.8885,4.2658,73.96,68,20,8.05,few clouds,0,0
305,Tavda,RU,2021-08-02 19:57:13,58.0425,65.2726,59.18,78,20,4.74,few clouds,0,0
306,Lavrentiya,RU,2021-08-02 19:57:14,65.5833,-171.0,44.33,99,100,7.74,moderate rain,0,0
307,Coihaique,CL,2021-08-02 19:57:18,-45.5752,-72.0662,54.21,58,40,10.36,scattered clouds,0,0
308,Silvan,TR,2021-08-02 19:57:20,38.1419,41.0081,86.29,32,89,5.44,overcast clouds,0,0
309,Pangai,TO,2021-08-02 19:57:22,-19.8,-174.35,71.71,64,20,9.22,few clouds,0,0
310,Farmington,US,2021-08-02 19:57:23,36.7281,-108.2187,87.78,40,21,1.01,few clouds,0,0
311,Dudinka,RU,2021-08-02 19:57:26,69.4058,86.1778,63.16,60,100,6.93,overcast clouds,0,0
312,Maunabo,PR,2021-08-02 19:57:27,18.0072,-65.8993,85.05,84,4,8.9,clear sky,0,0
313,Vicuna,CL,2021-08-02 19:57:29,-30.0319,-70.7081,53.33,16,0,4.54,clear sky,0,0
314,Taga,RO,2021-08-02 19:57:30,46.95,24.05,68.31,62,0,2.93,clear sky,0,0
315,Bulgan,MN,2021-08-02 19:57:33,48.8125,103.5347,54.32,95,100,9.95,overcast clouds,0,0
316,Laguna,US,2021-08-02 19:57:35,38.421,-121.4238,99.14,33,1,4.0,haze,0,0
317,Buritizeiro,BR,2021-08-02 19:57:36,-17.3511,-44.9622,79.07,31,87,2.19,overcast clouds,0,0
318,Balabac,PH,2021-08-02 19:57:37,7.9868,117.0645,83.82,78,100,17.56,overcast clouds,0,0
319,Deputatskiy,RU,2021-08-02 19:53:10,69.3,139.9,41.02,59,2,4.09,clear sky,0,0
320,Storsteinnes,NO,2021-08-02 19:57:40,69.2408,19.2344,47.05,86,100,3.74,overcast clouds,0,0
321,Abu Samrah,SY,2021-08-02 19:57:44,35.3029,37.1841,83.37,39,0,10.69,clear sky,0,0
322,Tevaitoa,PF,2021-08-02 19:57:48,-16.7833,-151.5,80.19,66,48,12.48,scattered clouds,0,0
323,Delvine,AL,2021-08-02 19:57:51,39.9511,20.0978,87.44,35,0,3.47,clear sky,0,0
324,Valparaiso,CL,2021-08-02 19:53:34,-33.0393,-71.6273,59.92,82,20,6.91,mist,0,0
325,Warrington,GB,2021-08-02 19:53:06,53.3925,-2.5802,60.46,72,0,1.01,clear sky,0,0
326,Gerstetten,DE,2021-08-02 19:57:57,48.6333,10.0333,58.24,93,18,2.75,moderate rain,0,0
327,Port-Cartier,CA,2021-08-02 19:57:59,50.0334,-66.8654,66.74,73,100,7.0,overcast clouds,0,0
328,Legnica,PL,2021-08-02 19:58:00,51.2101,16.1619,64.87,73,17,8.16,few clouds,0,0
329,Shimoda,JP,2021-08-02 19:58:02,34.6667,138.95,80.71,87,94,6.2,overcast clouds,0,0
330,Badoc,PH,2021-08-02 19:58:03,17.9265,120.4764,79.48,91,100,17.65,heavy intensity rain,0,0
331,Concordia,AR,2021-08-02 19:58:05,-31.393,-58.0209,62.78,55,0,7.0,clear sky,0,0
332,Karatau,KZ,2021-08-02 19:58:07,43.1667,70.4667,75.06,21,75,1.48,broken clouds,0,0
333,Thunder Bay,CA,2021-08-02 19:57:07,48.4001,-89.3168,80.51,41,75,12.66,smoke,0,0
334,Havoysund,NO,2021-08-02 19:58:09,70.9963,24.6622,49.08,83,16,23.09,few clouds,0,0
335,Meulaboh,ID,2021-08-02 19:58:11,4.1363,96.1285,75.36,85,84,4.9,broken clouds,0,0
336,Flinders,AU,2021-08-02 19:58:13,-34.5833,150.8552,56.37,88,99,1.01,overcast clouds,0,0
337,Nioro,GM,2021-08-02 19:58:14,13.35,-15.75,75.88,92,100,10.74,overcast clouds,0,0
338,Atikokan,CA,2021-08-02 19:58:16,48.7555,-91.6216,82.74,25,44,9.48,scattered clouds,0,0
339,Nanortalik,GL,2021-08-02 19:58:18,60.1432,-45.2371,47.14,84,93,2.64,overcast clouds,0,0
340,Kargil,IN,2021-08-02 19:58:21,34.5667,76.1,58.96,54,31,6.58,scattered clouds,0,0
341,Eydhafushi,MV,2021-08-02 19:58:23,5.1033,73.0708,82.81,71,100,4.38,overcast clouds,0,0
342,Ahipara,NZ,2021-08-02 19:58:25,-35.1667,173.1667,53.85,78,2,25.3,clear sky,0,0
343,Eureka,US,2021-08-02 19:58:26,40.8021,-124.1637,69.21,80,55,5.99,broken clouds,0,0
344,Kemijarvi,FI,2021-08-02 19:58:27,66.7131,27.4306,49.28,67,97,4.23,overcast clouds,0,0
345,Borova,UA,2021-08-02 19:58:29,50.1763,30.1043,69.94,80,0,7.58,clear sky,0,0
346,Dingle,PH,2021-08-02 19:58:31,10.9995,122.6711,78.75,85,100,9.75,overcast clouds,0,0
347,Vardo,NO,2021-08-02 19:58:32,70.3705,31.1107,49.75,87,0,5.75,clear sky,0,0
348,Hopelchen,MX,2021-08-02 19:58:33,19.7667,-89.85,90.68,34,80,8.52,broken clouds,0,0
349,Manokwari,ID,2021-08-02 19:58:35,-0.8667,134.0833,78.01,80,93,2.28,overcast clouds,0,0
350,Lakes Entrance,AU,2021-08-02 19:58:36,-37.8811,147.981,43.18,80,100,6.24,overcast clouds,0,0
351,Gamba,GA,2021-08-02 19:58:38,-2.65,10.0,74.1,86,54,4.63,broken clouds,0,0
352,Gazanjyk,TM,2021-08-02 19:58:39,39.2446,55.5154,89.76,15,74,3.98,broken clouds,0,0
353,Tabas,IR,2021-08-02 19:58:41,33.5959,56.9244,88.38,10,0,6.87,clear sky,0,0
354,Agnibilekrou,CI,2021-08-02 19:58:42,7.1344,-3.2047,72.57,90,91,0.83,overcast clouds,0,0
355,Kavieng,PG,2021-08-02 19:58:43,-2.5744,150.7967,81.66,79,30,10.74,light rain,0,0
356,Port Lincoln,AU,2021-08-02 19:58:45,-34.7333,135.8667,51.53,62,70,21.79,broken clouds,0,0
357,Zhigansk,RU,2021-08-02 19:58:46,66.7697,123.3711,58.78,61,20,10.18,few clouds,0,0
358,Edea,CM,2021-08-02 19:58:49,3.8,10.1333,76.78,98,100,1.83,light rain,0,0
359,Mahebourg,MU,2021-08-02 19:58:50,-20.4081,57.7,65.25,88,20,8.05,few clouds,0,0
360,Adrar,MR,2021-08-02 19:58:53,20.5022,-10.0711,98.67,26,3,8.68,clear sky,0,0
361,Lugo,ES,2021-08-02 19:58:55,43.0,-7.5,62.76,82,3,15.01,clear sky,0,0
362,Aswan,EG,2021-08-02 19:58:58,24.0934,32.907,99.7,12,0,8.05,clear sky,0,0
363,Umbuzeiro,BR,2021-08-02 19:58:59,-7.6956,-35.6636,71.28,74,67,14.25,broken clouds,0,0
364,Nantucket,US,2021-08-02 19:59:01,41.2835,-70.0995,78.13,73,0,20.29,clear sky,0,0
365,Bekobod,UZ,2021-08-02 19:59:04,40.2208,69.2697,82.09,33,100,8.99,overcast clouds,0,0
366,Beidao,CN,2021-08-02 19:59:06,34.5686,105.8933,68.13,77,92,2.17,overcast clouds,0,0
367,Poum,NC,2021-08-02 19:59:08,-20.2333,164.0167,67.51,66,16,9.86,few clouds,0,0
368,Luoyang,CN,2021-08-02 19:59:09,34.6836,112.4536,73.54,83,0,3.89,clear sky,0,0
369,Tucupita,VE,2021-08-02 19:59:13,9.0622,-62.051,81.21,85,55,2.91,broken clouds,0,0
370,Sabha,LY,2021-08-02 19:59:13,27.0377,14.4283,93.06,10,0,11.14,clear sky,0,0
371,Kabansk,RU,2021-08-02 19:59:16,52.0486,106.6528,61.29,98,100,8.41,light rain,0,0
372,Fort Nelson,CA,2021-08-02 19:59:17,58.8053,-122.7002,76.59,65,90,3.44,smoke,0,0
373,Raudeberg,NO,2021-08-02 19:59:20,61.9875,5.1352,58.6,78,16,18.92,few clouds,0,0
374,Senno,RU,2021-08-02 19:59:22,59.5336,33.9167,63.91,96,79,10.58,broken clouds,0,0
375,Marrakesh,MA,2021-08-02 19:57:07,31.6315,-8.0083,84.27,39,0,12.66,clear sky,0,0
376,Novikovo,RU,2021-08-02 19:59:26,51.1537,37.8879,71.13,73,54,7.36,broken clouds,0,0
377,Sur,OM,2021-08-02 19:59:28,22.5667,59.5289,87.55,60,91,13.47,overcast clouds,0,0
378,Sioux Lookout,CA,2021-08-02 19:59:29,50.1001,-91.917,80.98,41,75,9.22,smoke,0,0
379,Porto-Vecchio,FR,2021-08-02 19:59:31,41.591,9.2795,74.73,68,0,8.05,clear sky,0,0
380,Chunhuhub,MX,2021-08-02 19:59:32,19.55,-88.6833,94.5,43,64,5.95,broken clouds,0,0
381,Fortuna,US,2021-08-02 19:58:14,40.5982,-124.1573,82.18,76,20,4.0,few clouds,0,0
382,Vysokopillya,UA,2021-08-02 19:59:35,47.4919,33.5306,68.45,60,100,10.11,overcast clouds,0,0
383,Fulton,US,2021-08-02 19:59:36,33.7668,-84.4499,91.81,41,89,3.0,overcast clouds,0,0
384,Vung Tau,VN,2021-08-02 19:59:39,10.346,107.0843,80.83,82,100,18.03,overcast clouds,0,0
385,Kampot,KH,2021-08-02 19:59:42,10.6167,104.1833,82.45,84,100,9.4,overcast clouds,0,0
386,Krasnouralsk,RU,2021-08-02 19:59:44,58.3638,60.0407,59.65,96,89,5.23,overcast clouds,0,0
387,Palmer,US,2021-08-02 19:59:04,42.1584,-72.3287,80.02,54,84,1.01,broken clouds,0,0
388,Carutapera,BR,2021-08-02 19:59:46,-1.195,-46.02,77.5,87,52,6.17,broken clouds,0,0
389,Mahon,ES,2021-08-02 19:59:47,39.8885,4.2658,73.96,68,20,8.05,few clouds,0,0
390,Ikongo,MG,2021-08-02 19:59:49,-21.8833,47.4333,60.21,87,0,3.13,clear sky,0,0
391,Kloulklubed,PW,2021-08-02 19:59:50,7.0419,134.2556,83.93,76,62,14.07,broken clouds,0,0
392,Roebourne,AU,2021-08-02 19:59:51,-20.7833,117.1333,60.46,25,5,17.11,clear sky,0,0
393,Tigil,RU,2021-08-02 19:59:52,57.8,158.6667,48.51,88,25,9.06,scattered clouds,0,0
394,Kangaatsiaq,GL,2021-08-02 19:59:54,68.3065,-53.4641,42.96,92,13,19.86,few clouds,0,0
395,Biak,ID,2021-08-02 19:59:55,-0.9131,122.8766,75.36,81,46,6.91,scattered clouds,0,0
396,Vytegra,RU,2021-08-02 19:59:56,61.0064,36.4481,65.64,65,99,13.09,overcast clouds,0,0
397,Asyut,EG,2021-08-02 19:59:58,27.181,31.1837,91.58,15,0,4.99,clear sky,0,0
398,Lata,PT,2021-08-02 20:00:00,40.1629,-8.3327,67.35,76,3,3.87,clear sky,0,0
399,Shingu,JP,2021-08-02 20:00:02,33.7333,135.9833,78.91,80,100,4.14,overcast clouds,0,0
400,Husavik,IS,2021-08-02 20:00:07,66.0449,-17.3389,55.31,82,74,5.55,broken clouds,0,0
401,Cortes,ES,2021-08-02 20:00:09,41.9395,-1.4396,82.45,34,71,4.61,broken clouds,0,0
402,Tuatapere,NZ,2021-08-02 20:00:11,-46.1333,167.6833,43.83,84,98,4.74,overcast clouds,0,0
403,Beyneu,KZ,2021-08-02 20:00:13,45.3167,55.2,90.93,14,0,5.84,clear sky,0,0
404,Kharitonovo,RU,2021-08-02 20:00:14,61.4009,47.4978,60.26,88,100,4.27,overcast clouds,0,0
405,Puerto Suarez,BO,2021-08-02 20:00:16,-18.95,-57.8,86.52,24,5,5.12,clear sky,0,0
406,Clarence Town,AU,2021-08-02 20:00:18,-32.5833,151.7833,57.94,96,53,2.28,light rain,0,0
407,Ostashkov,RU,2021-08-02 20:00:20,57.1467,33.1075,61.92,96,100,14.99,light rain,0,0
408,Axim,GH,2021-08-02 20:00:22,4.8699,-2.2405,77.25,85,51,8.41,broken clouds,0,0
409,Nome,US,2021-08-02 20:00:25,64.5011,-165.4064,57.16,96,100,12.24,light rain,0,0
410,Ajaccio,FR,2021-08-02 19:58:09,42.0,8.9167,70.29,60,0,8.05,clear sky,0,0
411,Casper,US,2021-08-02 19:55:40,42.8666,-106.3131,85.5,28,64,5.01,broken clouds,0,0
412,Bilma,NE,2021-08-02 20:00:29,18.6853,12.9164,98.38,12,6,8.57,clear sky,0,0
413,Yar-Sale,RU,2021-08-02 20:00:31,66.8333,70.8333,55.45,94,100,6.6,overcast clouds,0,0
414,Yabelo,ET,2021-08-02 20:00:32,4.8833,38.0833,62.49,52,100,8.46,overcast clouds,0,0
415,Yabrud,SY,2021-08-02 20:00:34,33.9674,36.6574,71.26,35,0,2.1,clear sky,0,0
416,Murmashi,RU,2021-08-02 20:00:36,68.8154,32.8115,50.41,100,75,0.0,broken clouds,0,0
417,Viedma,AR,2021-08-02 20:00:37,-40.8135,-62.9967,69.48,21,82,16.13,broken clouds,0,0
418,Tecoanapa,MX,2021-08-02 20:00:39,16.5167,-98.75,87.46,63,67,8.97,broken clouds,0,0
419,Mount Gambier,AU,2021-08-02 20:00:41,-37.8333,140.7667,44.31,93,100,5.1,overcast clouds,0,0
420,Lagoa,PT,2021-08-02 20:00:43,39.05,-27.9833,72.64,89,2,5.84,clear sky,0,0
421,Sambava,MG,2021-08-02 20:00:45,-14.2667,50.1667,69.76,86,19,10.89,few clouds,0,0
422,Kempsey,AU,2021-08-02 20:00:46,-31.0833,152.8333,58.95,98,99,3.0,moderate rain,0,0
423,Ravar,IR,2021-08-02 20:00:48,31.2656,56.8055,85.68,15,55,5.75,broken clouds,0,0
424,Sao Filipe,CV,2021-08-02 20:00:50,14.8961,-24.4956,76.53,82,39,5.14,scattered clouds,0,0
425,Winslow,US,2021-08-02 20:00:51,35.0242,-110.6974,90.97,30,0,1.99,clear sky,0,0
426,Nabire,ID,2021-08-02 20:00:52,-3.3667,135.4833,75.45,92,94,3.53,overcast clouds,0,0
427,Sheridan,US,2021-08-02 20:00:54,44.8333,-106.9173,94.46,22,40,4.0,scattered clouds,0,0
428,San Quintin,MX,2021-08-02 20:00:55,30.4833,-115.95,79.59,56,3,13.58,clear sky,0,0
429,Darnah,LY,2021-08-02 20:00:57,32.767,22.6367,84.47,58,0,16.71,clear sky,0,0
430,Port Hedland,AU,2021-08-02 20:00:58,-20.3167,118.5667,55.45,26,5,10.36,clear sky,0,0
431,Gat,IL,2021-08-02 20:01:00,31.61,34.7642,86.4,48,0,5.66,clear sky,0,0
432,Manono,CD,2021-08-02 20:01:01,-7.3,27.4167,76.28,34,3,5.1,clear sky,0,0
433,Kitzbuhel,AT,2021-08-02 20:01:03,47.4464,12.3922,60.22,94,96,2.53,overcast clouds,0,0
434,San Rafael Del Sur,NI,2021-08-02 20:01:05,11.8485,-86.4384,91.87,47,97,13.33,overcast clouds,0,0
435,Sao Felix Do Xingu,BR,2021-08-02 20:01:07,-6.6447,-51.995,95.65,21,6,5.73,clear sky,0,0
436,Miri,MY,2021-08-02 20:00:35,4.4148,114.0089,76.95,87,99,4.59,overcast clouds,0,0
437,Aykhal,RU,2021-08-02 20:01:10,66.0,111.5,62.24,56,100,8.9,overcast clouds,0,0
438,Yulara,AU,2021-08-02 20:01:13,-25.2406,130.9889,42.8,69,0,8.01,clear sky,0,0
439,Verkhnyaya Inta,RU,2021-08-02 20:01:15,65.9811,60.3094,54.1,86,18,6.58,few clouds,0,0
440,Lasa,IT,2021-08-02 20:01:16,46.6166,10.7002,62.51,90,59,3.15,broken clouds,0,0
441,Fort Frances,CA,2021-08-02 19:59:25,48.5999,-93.4003,83.16,40,28,3.98,scattered clouds,0,0
442,Manaus,BR,2021-08-02 19:58:41,-3.1019,-60.025,82.9,74,40,6.91,scattered clouds,0,0
443,Alta Floresta,BR,2021-08-02 19:59:32,-9.8756,-56.0861,94.82,31,40,6.91,scattered clouds,0,0
444,Adre,TD,2021-08-02 20:01:20,13.4667,22.2,76.73,77,90,9.75,overcast clouds,0,0
445,Zunyi,CN,2021-08-02 20:01:22,27.6867,106.9072,72.37,75,0,1.01,clear sky,0,0
446,San Jeronimo,PE,2021-08-02 20:01:24,-11.9472,-75.2829,59.76,43,37,10.58,scattered clouds,0,0
447,Porto Novo,BJ,2021-08-02 20:01:25,6.4965,2.6036,76.62,87,100,6.44,overcast clouds,0,0
448,Trincomalee,LK,2021-08-02 20:01:26,8.5711,81.2335,80.65,75,100,23.58,overcast clouds,0,0
449,Dasoguz,TM,2021-08-02 20:01:28,41.8363,59.9666,75.31,20,4,12.01,clear sky,0,0
450,Tezu,IN,2021-08-02 20:01:31,27.9167,96.1667,75.36,97,100,4.12,overcast clouds,0,0
451,Voh,NC,2021-08-02 20:01:33,-20.9667,164.7,58.5,77,3,3.89,clear sky,0,0
452,Paamiut,GL,2021-08-02 20:01:34,61.994,-49.6678,46.13,85,100,5.21,overcast clouds,0,0
453,Berlevag,NO,2021-08-02 20:01:36,70.8578,29.0864,49.8,82,5,5.99,clear sky,0,0
454,Soma,TR,2021-08-02 20:01:38,39.1855,27.6094,83.98,26,0,5.55,clear sky,0,0
455,Usinsk,RU,2021-08-02 20:01:39,65.9939,57.5281,55.27,86,97,6.76,overcast clouds,0,0
456,Ulladulla,AU,2021-08-02 20:01:40,-35.35,150.4667,55.87,87,100,5.77,overcast clouds,0,0
457,Shakawe,BW,2021-08-02 20:01:41,-18.3667,21.85,60.44,34,3,4.65,clear sky,0,0
